teste,modelo,falha,janela,passo_cfg,passo_real,amostras_treino,amostras_teste,positivos_treino,negativos_treino,positivos_teste,negativos_teste,eventos_reais_teste,eventos_detectados,diferenca_eventos,accuracy,balanced_accuracy,precision_pos,recall_pos,f1_pos,specificity,tn,fp,fn,tp,path_cm,path_eventos,rodada,cenario
sem_erro,xgboost,oscilacao,70,65,65,73,73,49,24,0,73,0,6,6,0.4657534246575342,0.4657534246575342,0.0,0.0,0.0,0.46575342465115405,34,39,0,0,C:\PROJETO\dataError_IC-master\resultados\rodada_1\sem_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_1_sem_erro_xgboost_oscilacao_jan70_passo65_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_1\sem_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_1_sem_erro_xgboost_oscilacao_jan70_passo65_eventos.png,1,sem_erro
sem_erro,xgboost,queda,100,80,80,59,59,35,24,0,59,0,2,2,0.864406779661017,0.864406779661017,0.0,0.0,0.0,0.864406779646366,51,8,0,0,C:\PROJETO\dataError_IC-master\resultados\rodada_1\sem_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_1_sem_erro_xgboost_queda_jan100_passo80_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_1\sem_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_1_sem_erro_xgboost_queda_jan100_passo80_eventos.png,1,sem_erro
com_erro,catboost,lacuna,20,5,5,947,947,274,673,242,705,19,19,0,1.0,1.0,1.0,1.0,1.0,0.9999999999985816,705,0,0,242,C:\PROJETO\dataError_IC-master\resultados\rodada_1\com_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_1_com_erro_catboost_lacuna_jan20_passo5_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_1\com_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_1_com_erro_catboost_lacuna_jan20_passo5_eventos.png,1,com_erro
com_erro,catboost,oscilacao,90,90,90,52,52,35,17,26,26,11,11,0,0.8269230769230769,0.8269230769230769,0.7575757575757576,0.9615384615384616,0.847457627118644,0.692307692281065,18,8,1,25,C:\PROJETO\dataError_IC-master\resultados\rodada_1\com_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_1_com_erro_catboost_oscilacao_jan90_passo90_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_1\com_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_1_com_erro_catboost_oscilacao_jan90_passo90_eventos.png,1,com_erro
com_erro,catboost,queda,100,90,90,52,52,30,22,24,28,9,9,0,0.9038461538461539,0.9047619047619048,0.88,0.9166666666666666,0.8979591836734694,0.8928571428252551,25,3,2,22,C:\PROJETO\dataError_IC-master\resultados\rodada_1\com_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_1_com_erro_catboost_queda_jan100_passo90_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_1\com_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_1_com_erro_catboost_queda_jan100_passo90_eventos.png,1,com_erro
com_erro,mlp,lacuna,20,10,10,474,474,136,338,122,352,19,19,0,0.989451476793249,0.9795081967213115,1.0,0.9590163934426229,0.9790794979079498,0.9999999999971592,352,0,5,117,C:\PROJETO\dataError_IC-master\resultados\rodada_1\com_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_1_com_erro_mlp_lacuna_jan20_passo10_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_1\com_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_1_com_erro_mlp_lacuna_jan20_passo10_eventos.png,1,com_erro
com_erro,mlp,oscilacao,70,60,60,79,79,50,29,40,39,12,12,0,0.8354430379746836,0.8342948717948718,0.7872340425531915,0.925,0.8505747126436781,0.7435897435706772,29,10,3,37,C:\PROJETO\dataError_IC-master\resultados\rodada_1\com_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_1_com_erro_mlp_oscilacao_jan70_passo60_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_1\com_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_1_com_erro_mlp_oscilacao_jan70_passo60_eventos.png,1,com_erro
com_erro,mlp,queda,90,85,85,55,55,28,27,24,31,9,9,0,0.9272727272727272,0.9260752688172043,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.935483870937565,29,2,2,22,C:\PROJETO\dataError_IC-master\resultados\rodada_1\com_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_1_com_erro_mlp_queda_jan90_passo85_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_1\com_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_1_com_erro_mlp_queda_jan90_passo85_eventos.png,1,com_erro
com_erro,random_forest,lacuna,20,5,5,947,947,274,673,242,705,19,19,0,1.0,1.0,1.0,1.0,1.0,0.9999999999985816,705,0,0,242,C:\PROJETO\dataError_IC-master\resultados\rodada_1\com_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_1_com_erro_random_forest_lacuna_jan20_passo5_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_1\com_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_1_com_erro_random_forest_lacuna_jan20_passo5_eventos.png,1,com_erro
com_erro,random_forest,oscilacao,100,45,45,104,104,76,28,59,45,11,11,0,0.7692307692307693,0.7386064030131827,0.7215189873417721,0.9661016949152542,0.8260869565217391,0.5111111110997532,23,22,2,57,C:\PROJETO\dataError_IC-master\resultados\rodada_1\com_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_1_com_erro_random_forest_oscilacao_jan100_passo45_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_1\com_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_1_com_erro_random_forest_oscilacao_jan100_passo45_eventos.png,1,com_erro
com_erro,random_forest,queda,90,65,65,72,72,37,35,31,41,10,10,0,0.8888888888888888,0.8945712037765539,0.8285714285714286,0.9354838709677419,0.8787878787878788,0.8536585365645449,35,6,2,29,C:\PROJETO\dataError_IC-master\resultados\rodada_1\com_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_1_com_erro_random_forest_queda_jan90_passo65_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_1\com_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_1_com_erro_random_forest_queda_jan90_passo65_eventos.png,1,com_erro
com_erro,xgboost,lacuna,20,5,5,947,947,274,673,242,705,19,19,0,1.0,1.0,1.0,1.0,1.0,0.9999999999985816,705,0,0,242,C:\PROJETO\dataError_IC-master\resultados\rodada_1\com_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_1_com_erro_xgboost_lacuna_jan20_passo5_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_1\com_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_1_com_erro_xgboost_lacuna_jan20_passo5_eventos.png,1,com_erro
com_erro,xgboost,oscilacao,100,45,45,104,104,76,28,59,45,11,11,0,0.7788461538461539,0.7523540489642184,0.7368421052631579,0.9491525423728814,0.8296296296296296,0.5555555555432099,25,20,3,56,C:\PROJETO\dataError_IC-master\resultados\rodada_1\com_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_1_com_erro_xgboost_oscilacao_jan100_passo45_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_1\com_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_1_com_erro_xgboost_oscilacao_jan100_passo45_eventos.png,1,com_erro
com_erro,xgboost,queda,90,85,85,55,55,28,27,24,31,9,7,-2,0.9454545454545454,0.9469086021505376,0.92,0.9583333333333334,0.9387755102040817,0.935483870937565,29,2,1,23,C:\PROJETO\dataError_IC-master\resultados\rodada_1\com_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_1_com_erro_xgboost_queda_jan90_passo85_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_1\com_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_1_com_erro_xgboost_queda_jan90_passo85_eventos.png,1,com_erro
sem_erro,catboost,lacuna,20,5,5,947,947,249,698,0,947,0,0,0,1.0,1.0,0.0,0.0,0.0,0.9999999999989441,947,0,0,0,C:\PROJETO\dataError_IC-master\resultados\rodada_2\sem_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_2_sem_erro_catboost_lacuna_jan20_passo5_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_2\sem_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_2_sem_erro_catboost_lacuna_jan20_passo5_eventos.png,2,sem_erro
sem_erro,catboost,oscilacao,20,15,15,316,316,117,199,0,316,0,6,6,0.9810126582278481,0.9810126582278481,0.0,0.0,0.0,0.9810126582247437,310,6,0,0,C:\PROJETO\dataError_IC-master\resultados\rodada_2\sem_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_2_sem_erro_catboost_oscilacao_jan20_passo15_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_2\sem_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_2_sem_erro_catboost_oscilacao_jan20_passo15_eventos.png,2,sem_erro
sem_erro,catboost,queda,80,75,75,63,63,26,37,0,63,0,1,1,0.9682539682539683,0.9682539682539683,0.0,0.0,0.0,0.9682539682385992,61,2,0,0,C:\PROJETO\dataError_IC-master\resultados\rodada_2\sem_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_2_sem_erro_catboost_queda_jan80_passo75_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_2\sem_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_2_sem_erro_catboost_queda_jan80_passo75_eventos.png,2,sem_erro
sem_erro,mlp,lacuna,20,5,5,947,947,249,698,0,947,0,0,0,1.0,1.0,0.0,0.0,0.0,0.9999999999989441,947,0,0,0,C:\PROJETO\dataError_IC-master\resultados\rodada_2\sem_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_2_sem_erro_mlp_lacuna_jan20_passo5_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_2\sem_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_2_sem_erro_mlp_lacuna_jan20_passo5_eventos.png,2,sem_erro
sem_erro,mlp,oscilacao,40,25,25,189,189,89,100,0,189,0,9,9,0.9153439153439153,0.9153439153439153,0.0,0.0,0.0,0.9153439153390723,173,16,0,0,C:\PROJETO\dataError_IC-master\resultados\rodada_2\sem_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_2_sem_erro_mlp_oscilacao_jan40_passo25_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_2\sem_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_2_sem_erro_mlp_oscilacao_jan40_passo25_eventos.png,2,sem_erro
sem_erro,mlp,queda,80,50,50,94,94,39,55,0,94,0,3,3,0.9468085106382979,0.9468085106382979,0.0,0.0,0.0,0.9468085106282254,89,5,0,0,C:\PROJETO\dataError_IC-master\resultados\rodada_2\sem_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_2_sem_erro_mlp_queda_jan80_passo50_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_2\sem_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_2_sem_erro_mlp_queda_jan80_passo50_eventos.png,2,sem_erro
sem_erro,random_forest,lacuna,20,5,5,947,947,249,698,0,947,0,0,0,1.0,1.0,0.0,0.0,0.0,0.9999999999989441,947,0,0,0,C:\PROJETO\dataError_IC-master\resultados\rodada_2\sem_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_2_sem_erro_random_forest_lacuna_jan20_passo5_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_2\sem_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_2_sem_erro_random_forest_lacuna_jan20_passo5_eventos.png,2,sem_erro
sem_erro,random_forest,oscilacao,20,10,10,474,474,179,295,0,474,0,2,2,0.9915611814345991,0.9915611814345991,0.0,0.0,0.0,0.9915611814325073,470,4,0,0,C:\PROJETO\dataError_IC-master\resultados\rodada_2\sem_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_2_sem_erro_random_forest_oscilacao_jan20_passo10_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_2\sem_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_2_sem_erro_random_forest_oscilacao_jan20_passo10_eventos.png,2,sem_erro
sem_erro,random_forest,queda,80,75,75,63,63,26,37,0,63,0,0,0,1.0,1.0,0.0,0.0,0.0,0.999999999984127,63,0,0,0,C:\PROJETO\dataError_IC-master\resultados\rodada_2\sem_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_2_sem_erro_random_forest_queda_jan80_passo75_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_2\sem_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_2_sem_erro_random_forest_queda_jan80_passo75_eventos.png,2,sem_erro
sem_erro,xgboost,lacuna,20,5,5,947,947,249,698,0,947,0,0,0,1.0,1.0,0.0,0.0,0.0,0.9999999999989441,947,0,0,0,C:\PROJETO\dataError_IC-master\resultados\rodada_2\sem_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_2_sem_erro_xgboost_lacuna_jan20_passo5_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_2\sem_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_2_sem_erro_xgboost_lacuna_jan20_passo5_eventos.png,2,sem_erro
sem_erro,xgboost,oscilacao,20,15,15,316,316,117,199,0,316,0,10,10,0.9683544303797469,0.9683544303797469,0.0,0.0,0.0,0.9683544303766825,306,10,0,0,C:\PROJETO\dataError_IC-master\resultados\rodada_2\sem_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_2_sem_erro_xgboost_oscilacao_jan20_passo15_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_2\sem_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_2_sem_erro_xgboost_oscilacao_jan20_passo15_eventos.png,2,sem_erro
sem_erro,xgboost,queda,80,75,75,63,63,26,37,0,63,0,1,1,0.9682539682539683,0.9682539682539683,0.0,0.0,0.0,0.9682539682385992,61,2,0,0,C:\PROJETO\dataError_IC-master\resultados\rodada_2\sem_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_2_sem_erro_xgboost_queda_jan80_passo75_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_2\sem_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_2_sem_erro_xgboost_queda_jan80_passo75_eventos.png,2,sem_erro
com_erro,catboost,lacuna,20,5,5,947,947,247,700,295,652,23,23,0,1.0,1.0,1.0,1.0,1.0,0.9999999999984662,652,0,0,295,C:\PROJETO\dataError_IC-master\resultados\rodada_2\com_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_2_com_erro_catboost_lacuna_jan20_passo5_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_2\com_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_2_com_erro_catboost_lacuna_jan20_passo5_eventos.png,2,com_erro
com_erro,catboost,oscilacao,100,100,100,47,47,33,14,31,16,5,4,-1,0.7446808510638298,0.6401209677419355,0.7317073170731707,0.967741935483871,0.8333333333333334,0.31249999998046873,5,11,1,30,C:\PROJETO\dataError_IC-master\resultados\rodada_2\com_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_2_com_erro_catboost_oscilacao_jan100_passo100_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_2\com_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_2_com_erro_catboost_oscilacao_jan100_passo100_eventos.png,2,com_erro
com_erro,catboost,queda,100,95,95,49,49,23,26,22,27,8,8,0,0.8571428571428571,0.8577441077441077,0.8260869565217391,0.8636363636363636,0.8444444444444444,0.8518518518203018,23,4,3,19,C:\PROJETO\dataError_IC-master\resultados\rodada_2\com_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_2_com_erro_catboost_queda_jan100_passo95_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_2\com_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_2_com_erro_catboost_queda_jan100_passo95_eventos.png,2,com_erro
com_erro,mlp,lacuna,30,5,5,945,945,285,660,339,606,23,23,0,0.9862433862433863,0.9808259587020649,1.0,0.9616519174041298,0.9804511278195489,0.9999999999983499,606,0,13,326,C:\PROJETO\dataError_IC-master\resultados\rodada_2\com_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_2_com_erro_mlp_lacuna_jan30_passo5_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_2\com_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_2_com_erro_mlp_lacuna_jan30_passo5_eventos.png,2,com_erro
com_erro,mlp,oscilacao,100,100,100,47,47,33,14,31,16,5,5,0,0.7446808510638298,0.6401209677419355,0.7317073170731707,0.967741935483871,0.8333333333333334,0.31249999998046873,5,11,1,30,C:\PROJETO\dataError_IC-master\resultados\rodada_2\com_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_2_com_erro_mlp_oscilacao_jan100_passo100_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_2\com_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_2_com_erro_mlp_oscilacao_jan100_passo100_eventos.png,2,com_erro
com_erro,mlp,queda,100,65,65,72,72,37,35,30,42,8,10,2,0.9305555555555556,0.9214285714285715,0.9629629629629629,0.8666666666666667,0.9122807017543859,0.9761904761672336,41,1,4,26,C:\PROJETO\dataError_IC-master\resultados\rodada_2\com_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_2_com_erro_mlp_queda_jan100_passo65_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_2\com_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_2_com_erro_mlp_queda_jan100_passo65_eventos.png,2,com_erro
com_erro,random_forest,lacuna,20,5,5,947,947,247,700,295,652,23,23,0,1.0,1.0,1.0,1.0,1.0,0.9999999999984662,652,0,0,295,C:\PROJETO\dataError_IC-master\resultados\rodada_2\com_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_2_com_erro_random_forest_lacuna_jan20_passo5_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_2\com_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_2_com_erro_random_forest_lacuna_jan20_passo5_eventos.png,2,com_erro
com_erro,random_forest,oscilacao,100,60,60,78,78,51,27,52,26,5,7,2,0.7948717948717948,0.7211538461538461,0.7903225806451613,0.9423076923076923,0.8596491228070176,0.4999999999807692,13,13,3,49,C:\PROJETO\dataError_IC-master\resultados\rodada_2\com_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_2_com_erro_random_forest_oscilacao_jan100_passo60_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_2\com_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_2_com_erro_random_forest_oscilacao_jan100_passo60_eventos.png,2,com_erro
com_erro,random_forest,queda,100,50,50,94,94,47,47,40,54,8,8,0,0.9148936170212766,0.9194444444444444,0.8636363636363636,0.95,0.9047619047619048,0.888888888872428,48,6,2,38,C:\PROJETO\dataError_IC-master\resultados\rodada_2\com_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_2_com_erro_random_forest_queda_jan100_passo50_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_2\com_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_2_com_erro_random_forest_queda_jan100_passo50_eventos.png,2,com_erro
com_erro,xgboost,lacuna,20,5,5,947,947,247,700,295,652,23,23,0,1.0,1.0,1.0,1.0,1.0,0.9999999999984662,652,0,0,295,C:\PROJETO\dataError_IC-master\resultados\rodada_2\com_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_2_com_erro_xgboost_lacuna_jan20_passo5_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_2\com_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_2_com_erro_xgboost_lacuna_jan20_passo5_eventos.png,2,com_erro
com_erro,xgboost,oscilacao,90,60,60,78,78,49,29,51,27,5,5,0,0.8461538461538461,0.7864923747276689,0.819672131147541,0.9803921568627451,0.8928571428571429,0.5925925925706447,16,11,1,50,C:\PROJETO\dataError_IC-master\resultados\rodada_2\com_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_2_com_erro_xgboost_oscilacao_jan90_passo60_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_2\com_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_2_com_erro_xgboost_oscilacao_jan90_passo60_eventos.png,2,com_erro
com_erro,xgboost,queda,80,80,80,59,59,27,32,21,38,9,10,1,0.9152542372881356,0.9342105263157895,0.8076923076923077,1.0,0.8936170212765957,0.8684210526087258,33,5,0,21,C:\PROJETO\dataError_IC-master\resultados\rodada_2\com_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_2_com_erro_xgboost_queda_jan80_passo80_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_2\com_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_2_com_erro_xgboost_queda_jan80_passo80_eventos.png,2,com_erro
sem_erro,catboost,lacuna,20,5,5,947,947,227,720,0,947,0,0,0,1.0,1.0,0.0,0.0,0.0,0.9999999999989441,947,0,0,0,C:\PROJETO\dataError_IC-master\resultados\rodada_3\sem_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_3_sem_erro_catboost_lacuna_jan20_passo5_cm.png,C:\PROJETO\dataError_IC-master\resultados\rodada_3\sem_erro\MP25_1_20231007_0000_to_20231109_0000_rodada_3_sem_erro_catboost_lacuna_jan20_passo5_eventos.png,3,sem_erro
