Data,Hora,Num,Temperatura,Umidade,"MP2,5_1",MP10_1,"MP2,5_2",MP10_2,Extra,Datetime
28/10/2023,00:00:00,1,25.0,71.91134813370324,10.413299894058552,38.46754796001123,24.49908636958194,18.457685837874177,1.185175593795163,2023-10-28 00:00:00
28/10/2023,00:10:00,2,25.658598336491714,71.82337267952695,19.579765447314525,30.843973864898476,18.196051650365348,23.141344983674305,0.9398110194585916,2023-10-28 00:10:00
28/10/2023,00:20:00,3,26.314336886585814,85.5520418212495,21.621924985583483,36.29558153447528,9.37811962326174,39.748504777522,1.0669431263794626,2023-10-28 00:20:00
28/10/2023,00:30:00,4,26.964368281739077,82.67081815881572,20.074775636992015,41.47233751433687,16.154596444173478,38.6014703713013,0.9607731032499258,2023-10-28 00:30:00
28/10/2023,00:40:00,5,27.605869935195845,86.28215027310705,9.544055633108027,26.400055921436344,22.731749891022346,20.3431885567878,1.1218663359736107,2023-10-28 00:40:00
28/10/2023,00:50:00,6,28.236056298312956,73.50425289170079,15.651125037209324,20.973760712198036,9.94666788266261,39.88787031082247,0.9883490250783562,2023-10-28 00:50:00
28/10/2023,01:00:00,7,28.852190956056624,36.37613300899229,8.307687274833802,24.29298718242126,10.812226050376115,40.42889431114802,1.107894242005347,2023-10-28 01:00:00
28/10/2023,01:10:00,8,29.451598509149807,88.11801978542402,17.83855631593662,43.56070644140889,18.082731334175314,19.76448448496068,0.9484094424379657,2023-10-28 01:10:00
28/10/2023,01:20:00,9,30.03167619127504,80.89148754982423,11.623918917492414,17.010789646324543,13.655062813745007,27.431913622781945,1.0279140266125992,2023-10-28 01:20:00
28/10/2023,01:30:00,10,30.589905170888134,75.3914714953445,12.180371057973984,39.4382142985758,9.147481108967177,32.53736505060623,0.7670929478410896,2023-10-28 01:30:00
28/10/2023,01:40:00,11,31.12386148856771,59.32774053317122,11.236510624858102,41.67151136917764,22.577724821407294,33.86718884012585,0.9278231936210463,2023-10-28 01:40:00
28/10/2023,01:50:00,12,31.63122658240795,33.973536622283035,14.460660267186245,31.191805379494703,21.11565007884899,21.60135381117071,0.9281706816008911,2023-10-28 01:50:00
28/10/2023,02:00:00,13,32.10979735575102,75.03177730046053,23.78908776257967,34.28141995385279,15.448571750036821,30.79610523737162,0.9653138571914218,2023-10-28 02:00:00
28/10/2023,02:10:00,14,32.55749574354258,71.11574720694446,17.84279300418247,45.096959044294486,18.32212358077296,40.018904724038656,1.128730570170735,2023-10-28 02:10:00
28/10/2023,02:20:00,15,32.97237773577123,45.03662050251094,9.201058766232986,25.339880170428643,17.803949784044143,22.925866603400426,1.040500341696489,2023-10-28 02:20:00
28/10/2023,02:30:00,16,33.35264181880984,76.15280964278602,14.846896549933529,34.64112560080054,24.241465019783213,33.66369063017051,0.9029498768560449,2023-10-28 02:30:00
28/10/2023,02:40:00,17,33.69663679800469,86.87255267747608,19.848976866961006,28.571916402462637,15.757690415343381,38.448862340196754,1.1144368984306772,2023-10-28 02:40:00
28/10/2023,02:50:00,18,34.00286896754474,38.399197663060086,22.437994293442035,32.44215370231734,17.500359266930275,21.186706404505497,1.195385100509237,2023-10-28 02:50:00
28/10/2023,03:00:00,19,34.27000859647801,32.751404702322,10.080033693265587,15.822537015189795,7.851892172968499,24.967970256699918,0.8911006185035049,2023-10-28 03:00:00
28/10/2023,03:10:00,20,34.49689570271107,64.68750497623974,6.81736557747612,40.542743686199415,14.10235491905408,47.43821434271879,1.0106169804915455,2023-10-28 03:10:00
28/10/2023,03:20:00,21,34.682545089919785,52.2364470181585,10.12592733937109,22.973688545021844,5.306054842607355,23.604041830234944,1.057491205394027,2023-10-28 03:20:00
28/10/2023,03:30:00,22,34.82615062549973,39.706708383722535,12.35902182425015,42.01796106003733,18.57784927907504,29.334466094641773,1.033348144866256,2023-10-28 03:30:00
28/10/2023,03:40:00,23,34.92708874098054,78.12146744963583,5.80374606896124,13.672310491368332,13.47865230966907,35.95904034029583,1.0160635810424172,2023-10-28 03:40:00
28/10/2023,03:50:00,24,34.98492113970451,76.09895994451998,6.409387617382949,46.34941687846149,8.383584507381565,26.721935011646124,1.041770258665896,2023-10-28 03:50:00
