22/9/23;0:3:34;2467;23.2000;99.9000;2.0;3.0;12.3;19.4;
22/9/23;0:14:21;2468;23.1000;99.9000;4.0;5.0;5.1;7.9;
22/9/23;0:25:8;2469;23.1000;99.9000;4.0;5.0;3.0;7.2;
22/9/23;0:35:55;2470;22.9000;99.9000;4.0;5.0;2.3;7.4;
22/9/23;0:46:42;2471;22.8000;99.9000;3.0;4.0;1.6;3.2;
22/9/23;0:57:29;2472;22.8000;99.9000;4.0;5.0;2.1;3.1;
22/9/23;1:8:16;2473;22.8000;99.9000;3.0;4.0;1.1;3.0;
22/9/23;1:19:4;2474;22.8000;99.9000;5.0;6.0;1.5;4.1;
22/9/23;1:29:51;2475;23.0000;99.9000;4.0;5.0;1.4;6.1;
22/9/23;1:40:38;2476;23.0000;99.9000;5.0;6.0;2.5;3.2;
22/9/23;1:51:24;2477;22.6000;99.9000;5.0;6.0;2.1;5.0;
22/9/23;2:2:12;2478;22.6000;99.9000;5.0;6.0;1.7;1.9;
22/9/23;2:12:59;2479;22.5000;99.9000;2.0;3.0;3.1;11.0;
22/9/23;2:23:46;2480;22.2000;99.9000;5.0;6.0;1.0;3.7;
22/9/23;2:34:33;2481;22.1000;99.9000;3.0;4.0;2.2;6.8;
22/9/23;2:45:20;2482;21.9000;99.9000;4.0;5.0;1.9;3.2;
22/9/23;2:56:7;2483;22.0000;99.9000;3.0;4.0;1.1;4.0;
22/9/23;3:6:55;2484;22.0000;99.9000;2.0;3.0;1.9;3.0;
22/9/23;3:17:42;2485;21.8000;99.9000;3.0;4.0;1.9;2.8;
22/9/23;3:28:29;2486;21.9000;99.9000;3.0;4.0;1.7;4.1;
22/9/23;3:39:16;2487;21.8000;99.9000;4.0;5.0;1.6;3.6;
22/9/23;3:50:3;2488;21.8000;99.9000;6.0;7.0;1.2;3.8;
22/9/23;4:0:51;2489;21.8000;99.9000;3.0;4.0;1.2;4.4;
22/9/23;4:11:38;2490;21.9000;99.9000;5.0;6.0;1.6;1.7;
22/9/23;4:22:26;2491;21.8000;99.9000;5.0;6.0;1.4;6.9;
22/9/23;4:33:13;2492;21.8000;99.9000;6.0;7.0;1.1;2.4;
22/9/23;4:44:0;2493;21.7000;99.9000;4.0;5.0;1.6;3.0;
22/9/23;4:54:48;2494;21.8000;99.9000;4.0;5.0;2.0;4.4;
22/9/23;5:5:35;2495;22.0000;99.9000;3.0;4.0;2.4;7.0;
22/9/23;5:16:22;2496;22.1000;99.9000;4.0;5.0;2.2;2.9;
22/9/23;5:27:10;2497;22.2000;99.9000;7.0;8.0;2.9;10.0;
22/9/23;5:37:57;2498;22.2000;99.9000;6.0;7.0;1.6;6.3;
22/9/23;5:48:45;2499;22.2000;99.9000;3.0;4.0;3.0;6.0;
22/9/23;5:59:32;2500;22.5000;99.9000;2.0;3.0;3.6;6.5;
22/9/23;6:10:19;2501;22.7000;99.9000;4.0;5.0;4.2;9.9;
22/9/23;6:21:6;2502;22.8000;99.9000;6.0;7.0;3.6;5.9;
22/9/23;6:31:54;2503;23.1000;99.9000;4.0;5.0;2.7;6.3;
22/9/23;6:42:41;2504;23.6000;99.9000;6.0;7.0;4.0;9.7;
22/9/23;6:53:29;2505;23.2000;99.9000;3.0;4.0;2.5;8.3;
22/9/23;7:4:17;2506;23.4000;99.9000;7.0;8.0;2.9;3.3;
22/9/23;7:15:9;2507;26.2000;99.9000;3.0;4.0;2.0;2.7;
22/9/23;7:25:55;2508;28.0000;89.9000;3.0;4.0;2.0;7.1;
22/9/23;7:36:44;2509;28.1000;87.5000;2.0;3.0;2.4;6.6;
22/9/23;7:47:31;2510;29.9000;75.1000;2.0;3.0;1.8;5.4;
22/9/23;7:58:19;2511;30.5000;72.0000;1.0;2.0;2.2;18.7;
22/9/23;8:9:7;2512;31.1000;69.2000;1.0;2.0;1.2;2.0;
22/9/23;8:19:55;2513;32.3000;65.0000;2.0;3.0;1.6;3.7;
22/9/23;8:30:43;2514;34.1000;59.8000;0.0;1.0;1.6;2.5;
22/9/23;8:41:29;2515;34.4000;56.3000;1.0;2.0;1.5;6.7;
22/9/23;8:52:16;2516;33.1000;59.0000;0.0;1.0;1.5;3.0;
22/9/23;9:3:4;2517;33.1000;59.2000;1.0;2.0;1.2;1.7;
22/9/23;9:13:50;2518;33.2000;57.5000;0.0;1.0;1.3;3.4;
22/9/23;9:24:37;2519;33.2000;56.9000;1.0;2.0;1.5;4.5;
22/9/23;9:35:24;2520;33.4000;55.4000;0.0;1.0;1.5;3.3;
22/9/23;9:46:11;2521;33.8000;54.1000;1.0;2.0;1.2;1.8;
22/9/23;9:56:58;2522;34.1000;53.4000;1.0;2.0;2.0;5.5;
22/9/23;10:7:45;2523;34.2000;53.2000;1.0;2.0;1.6;3.3;
22/9/23;10:18:33;2524;34.4000;53.0000;1.0;2.0;1.7;4.5;
22/9/23;10:29:20;2525;34.8000;51.6000;0.0;1.0;2.4;6.2;
22/9/23;10:40:6;2526;34.8000;50.2000;1.0;2.0;2.4;5.9;
22/9/23;10:50:52;2527;33.7000;52.7000;0.0;1.0;2.1;4.2;
22/9/23;11:1:40;2528;34.1000;51.7000;1.0;2.0;2.4;7.6;
22/9/23;11:12:27;2529;34.0000;51.6000;1.0;2.0;2.4;7.4;
22/9/23;11:23:14;2530;33.6000;52.2000;2.0;3.0;2.3;3.6;
22/9/23;11:34:1;2531;33.8000;51.2000;1.0;2.0;2.5;5.3;
22/9/23;11:44:48;2532;33.6000;51.4000;1.0;2.0;2.8;7.1;
22/9/23;11:55:36;2533;33.9000;51.8000;1.0;2.0;2.1;7.9;
22/9/23;12:6:23;2534;34.5000;51.9000;1.0;2.0;4.8;10.4;
22/9/23;12:17:8;2535;33.1000;61.0000;2.0;3.0;3.7;9.3;
22/9/23;12:27:55;2536;31.6000;65.5000;4.0;5.0;3.5;12.5;
22/9/23;12:38:41;2537;31.6000;66.6000;3.0;4.0;4.1;9.4;
22/9/23;12:49:28;2538;30.6000;69.0000;2.0;3.0;4.1;8.4;
22/9/23;13:0:15;2539;29.9000;71.4000;2.0;3.0;3.4;11.2;
22/9/23;13:11:2;2540;29.7000;72.8000;2.0;3.0;3.1;9.7;
22/9/23;13:21:49;2541;29.9000;73.1000;5.0;6.0;3.7;18.1;
22/9/23;13:32:36;2542;29.7000;74.3000;3.0;4.0;5.0;11.1;
22/9/23;13:43:23;2543;29.6000;72.8000;2.0;3.0;3.9;7.5;
22/9/23;13:54:10;2544;29.3000;75.1000;3.0;4.0;3.7;6.4;
22/9/23;14:4:57;2545;29.6000;75.6000;2.0;3.0;3.5;9.3;
22/9/23;14:15:44;2546;30.2000;74.7000;3.0;4.0;3.1;10.3;
22/9/23;14:26:31;2547;30.0000;75.3000;4.0;5.0;3.1;8.1;
22/9/23;14:37:18;2548;29.7000;75.4000;2.0;3.0;3.5;9.5;
22/9/23;14:48:5;2549;29.4000;75.9000;2.0;3.0;3.5;7.5;
22/9/23;14:58:52;2550;29.2000;75.7000;6.0;7.0;2.2;4.3;
22/9/23;15:9:38;2551;28.9000;77.7000;4.0;5.0;3.2;9.7;
22/9/23;15:20:25;2552;28.7000;79.1000;5.0;6.0;3.4;8.6;
22/9/23;15:31:12;2553;29.0000;77.9000;4.0;5.0;3.1;13.7;
22/9/23;15:41:59;2554;28.5000;80.4000;4.0;5.0;3.3;5.8;
22/9/23;15:52:46;2555;28.2000;84.4000;2.0;3.0;3.7;7.9;
22/9/23;16:3:33;2556;28.0000;86.2000;3.0;4.0;2.7;7.4;
22/9/23;16:14:19;2557;27.0000;91.5000;3.0;4.0;2.8;8.9;
22/9/23;16:25:6;2558;26.6000;94.7000;3.0;4.0;2.8;6.4;
