Datetime,Temperatura,Data,Hora,Num,Umidade,"MP2,5_1",MP10_1,"MP2,5_2",MP10_2,Extra
2023-10-31 00:00:00,25.0,31/10/2023,00:00:00,1,50.0,9.86988508528655,21.037093747134602,13.867037305883652,25.23392115698331,0.8156167961632264
2023-10-31 00:10:00,25.658598336491714,31/10/2023,00:10:00,2,50.46183458645739,11.44442892758093,19.67958783551973,14.53334734523112,24.349253487976753,0.5681544850904932
2023-10-31 00:20:00,26.314336886585814,31/10/2023,00:20:00,3,50.92268359463302,9.190222850997124,22.10022479635901,14.95747541991919,24.509369833112366,0.20465576133300933
2023-10-31 00:30:00,26.964368281739077,31/10/2023,00:30:00,4,51.38156354951882,10.11336109914531,18.215783332568215,13.778589261118917,24.362975043806713,0.1409635154507728
2023-10-31 00:40:00,27.605869935195845,31/10/2023,00:40:00,5,51.8374951781657,9.745152870330516,21.02729553605033,17.18394147314216,24.78907288470317,0.7258328997573665
2023-10-31 00:50:00,28.236056298312956,31/10/2023,00:50:00,6,52.28950549950134,10.461371483530534,19.108818487406836,15.892050099141482,25.006350177841522,0.2759410890323869
2023-10-31 01:00:00,28.852190956056624,31/10/2023,01:00:00,7,52.73662990072083,9.44630382621953,19.876705388037735,15.701736357347784,23.028926915797122,0.5290747296432158
2023-10-31 01:10:00,28.852190956056624,31/10/2023,01:10:00,8,53.177914195819014,9.955067434333944,19.728856967617443,15.575751249384657,24.957502052838585,0.41085376697615883
2023-10-31 01:20:00,28.852190956056624,31/10/2023,01:20:00,9,53.61241666187153,11.269879751104122,19.990734245963473,14.241653375935154,24.42888961703377,0.25980171033540456
2023-10-31 01:30:00,28.852190956056624,31/10/2023,01:30:00,10,54.03921004871895,12.207914315748404,19.58827322532307,15.75232545879799,23.6102079907748,0.0017730531419432038
2023-10-31 01:40:00,28.852190956056624,31/10/2023,01:40:00,11,54.45738355776538,9.88646952617133,18.63111127563754,13.756984645209986,25.989271451389627,0.8580792426409262
2023-10-31 01:50:00,28.852190956056624,31/10/2023,01:50:00,12,54.866044785668564,9.13142516424648,19.526584438935423,15.328730546167352,24.23439306607916,0.4762770040947474
2023-10-31 02:00:00,28.852190956056624,31/10/2023,02:00:00,13,55.26432162877356,9.511889822502098,19.651362780136168,14.81380429126625,25.058804384909717,0.216750528364415
2023-10-31 02:10:00,28.852190956056624,31/10/2023,02:10:00,14,55.651364144225916,11.690098207125427,20.028617839907486,15.64727422917229,24.00058578503912,0.5212164031138505
2023-10-31 02:20:00,28.852190956056624,31/10/2023,02:20:00,15,56.02634636379256,10.417413371920754,20.383521121535843,15.196459447743285,24.700310562384427,0.04780269938873605
2023-10-31 02:30:00,28.852190956056624,31/10/2023,02:30:00,16,56.38846805651961,12.866611038866429,18.941644919726933,16.135319091234432,24.544387190938806,0.3370704584815005
2023-10-31 02:40:00,28.852190956056624,31/10/2023,02:40:00,17,56.736956436465576,9.452100951044141,18.97839226119833,14.52522768213236,25.113790326681677,0.8162378613905916
2023-10-31 02:50:00,28.852190956056624,31/10/2023,02:50:00,18,57.071067811865476,8.846002298203807,20.603133004876458,15.754057834636527,25.014699431105875,0.6800683955657447
2023-10-31 03:00:00,28.852190956056624,31/10/2023,03:00:00,19,57.390089172206594,8.23835874599157,19.78806236859023,14.165416242715915,24.51676289145111,0.5973538351652055
2023-10-31 03:10:00,28.852190956056624,31/10/2023,03:10:00,20,57.69333970982879,10.529252634862722,18.090518888907987,15.300573929709532,23.975717994954273,0.44589904469372954
2023-10-31 03:20:00,28.852190956056624,31/10/2023,03:20:00,21,57.9801722728024,11.790545658693544,17.708077661366833,13.133510570012469,24.675748265678116,0.5159761592049776
2023-10-31 03:30:00,28.852190956056624,31/10/2023,03:30:00,22,58.249974745983025,10.315451307976655,20.64922716753753,15.830381967866236,24.03402287477338,0.5160712782114144
2023-10-31 03:40:00,28.852190956056624,31/10/2023,03:40:00,23,58.50217135729614,11.884512316851652,19.473568586792396,16.054692678983926,21.14579394003794,0.25395852835726673
2023-10-31 03:50:00,28.852190956056624,31/10/2023,03:50:00,24,58.73622390646369,9.546727942692803,18.748183762629616,15.024219361933664,25.46955438036861,0.5737328360194685
2023-10-31 04:00:00,28.852190956056624,31/10/2023,04:00:00,25,58.951632913550625,10.087438310152727,21.856956266525334,13.562591712417778,24.046820754070946,0.9878444117512536
2023-10-31 04:10:00,28.852190956056624,31/10/2023,04:10:00,26,59.14793868488021,8.823561724331224,17.998629322255553,13.625116128033186,25.034108528040836,0.913280785371454
2023-10-31 04:20:00,28.852190956056624,31/10/2023,04:20:00,27,59.32472229404355,9.859880358559767,20.83452352947014,14.906157140242243,24.783396870471805,0.45536391443215074
2023-10-31 04:30:00,28.852190956056624,31/10/2023,04:30:00,28,59.48160647590966,10.559034578942011,19.898008507790603,14.13162378534334,24.8020742236975,0.21020446606077092
2023-10-31 04:40:00,28.852190956056624,31/10/2023,04:40:00,29,59.61825643172819,10.544854107693968,20.293945866250873,15.195883416543639,26.992799407300264,0.06837592686583416
2023-10-31 04:50:00,28.852190956056624,31/10/2023,04:50:00,30,59.73438054360693,10.835643081180118,18.810519771667565,14.778473360935674,24.77209665444728,0.7261953420541674
2023-10-31 05:00:00,34.185380824203314,31/10/2023,05:00:00,31,59.82973099683902,7.938358387238519,20.25437802326514,14.167745643939995,23.220627416985852,0.11528406571800798
2023-10-31 05:10:00,33.90507296802443,31/10/2023,05:10:00,32,59.90410430875205,12.360160315685087,21.979240649725128,17.12064641830478,25.38220025220065,0.9558042484870236
2023-10-31 05:20:00,33.58609722410176,31/10/2023,05:20:00,33,59.95734176295034,9.938292600169861,21.30988200453983,15.493827700213329,24.66126807039291,0.8924165000065044
2023-10-31 05:30:00,33.229838658936565,31/10/2023,05:30:00,34,59.98932974802373,10.358617922633096,19.095595586488237,16.473479732549297,26.08989018205018,0.5118918172690331
2023-10-31 05:40:00,32.83784422966831,31/10/2023,05:40:00,35,60.0,8.615908545158334,18.848962545768277,14.124236738993874,25.07090560220905,0.9601155537673354
2023-10-31 05:50:00,32.41181606682885,31/10/2023,05:50:00,36,59.98932974802373,10.23184409095271,19.263858084196787,13.836952451155502,23.86855811745277,0.6664106314059282
2023-10-31 06:00:00,31.95360408329767,31/10/2023,06:00:00,37,59.95734176295034,8.488132471670822,21.012010274788835,16.500677105001856,24.690673192603622,0.4894884632520947
2023-10-31 06:10:00,31.465197941552056,31/10/2023,06:10:00,38,59.90410430875205,9.988898179439468,19.8592381317277,14.808657755854005,24.122927545520124,0.8365952758718769
2023-10-31 06:20:00,30.948718414092163,31/10/2023,06:20:00,39,59.82973099683902,8.498488372169536,21.21163991372153,16.753218039187118,26.068976286668846,0.1742095699515741
2023-10-31 06:30:00,30.406408174555978,31/10/2023,06:30:00,40,59.73438054360693,10.506691159901452,20.44797294455723,15.796253500103754,25.240398253752808,0.30686371704527216
2023-10-31 06:40:00,29.840622059511375,31/10/2023,06:40:00,41,59.61825643172819,11.472921130069608,19.854054011646674,15.500891754422604,26.119899948957336,0.5177062986598151
2023-10-31 06:50:00,29.25381684321075,31/10/2023,06:50:00,42,59.48160647590966,9.028039916023468,20.73670740947968,15.31986942817511,25.72448027787392,0.5083268914243717
2023-10-31 07:00:00,28.648540569708636,31/10/2023,07:00:00,43,59.32472229404356,9.11547747513845,19.355442144718644,14.648942629543937,24.695217196515692,0.5793473893860182
2023-10-31 07:10:00,28.027421488664725,31/10/2023,07:10:00,44,59.14793868488021,9.422934181253234,19.65483881618917,15.52096633208712,24.109594501851472,0.3348786806691192
2023-10-31 07:20:00,27.39315664287558,31/10/2023,07:20:00,45,58.951632913550625,11.060998491250611,20.066494578469843,15.50284724627337,23.607273113747567,0.061232594386838035
2023-10-31 07:30:00,26.748500157090646,31/10/2023,07:30:00,46,58.73622390646369,9.919983809080174,18.769690863977953,14.931343857306846,25.022955580999692,0.1379557819717474
2023-10-31 07:40:00,26.096251278965177,31/10/2023,07:40:00,47,58.50217135729614,8.814300037819812,18.22346243649539,17.284558166154913,24.472213838227947,0.8002267525626783
2023-10-31 07:50:00,25.439242224079088,31/10/2023,07:50:00,48,58.249974745983025,10.819169234379626,18.215369381070175,14.256359077582056,25.11072885951941,0.4265458889582434
2023-10-31 08:00:00,24.78032587780146,31/10/2023,08:00:00,49,57.9801722728024,9.012216622355048,20.347457991871448,14.337849126126365,24.735462123259065,0.27956290291103925
2023-10-31 08:10:00,24.122363407401977,31/10/2023,08:10:00,50,57.69333970982879,10.298748531556091,20.110715823756934,16.298913882539853,24.807802298810937,0.059080416900607724
2023-10-31 08:20:00,23.468211838200524,31/10/2023,08:20:00,51,57.390089172206594,10.55549504366108,20.261391672758016,16.368330612568872,24.618078021632765,0.25212764647633523
